Case    |No      |Node    |    F_X(t)  |    F_Y(t)  |    F_Z(t)  |    M_X(t.m)|    M_Y(t.m)|    M_Z(t.m)
     52.|      1.|    249.|      -32.70|       65.29|        1.16|        0.00|        0.00|        0.00
     52.|      2.|    122.|      -23.26|      -19.98|        1.65|        0.00|        0.00|        0.00
     52.|      3.|    122.|      -23.26|      -19.98|        1.65|        0.00|        0.00|        0.00
     52.|      4.|    122.|      -23.26|      -19.98|        1.65|        0.00|        0.00|        0.00
     52.|      5.|    122.|      -23.26|      -19.98|        1.65|        0.00|        0.00|        0.00
     52.|      6.|    122.|      -23.26|      -19.98|        1.65|        0.00|        0.00|        0.00
     53.|      1.|    249.|      -32.75|       65.39|        1.16|        0.00|        0.00|        0.00
     53.|      2.|    122.|      -23.99|      -21.06|        1.65|        0.00|        0.00|        0.00
     53.|      3.|    122.|      -23.99|      -21.06|        1.65|        0.00|        0.00|        0.00
     53.|      4.|    122.|      -23.99|      -21.06|        1.65|        0.00|        0.00|        0.00
     53.|      5.|    122.|      -23.99|      -21.06|        1.65|        0.00|        0.00|        0.00
     53.|      6.|    122.|      -23.99|      -21.06|        1.65|        0.00|        0.00|        0.00
     54.|      1.|    249.|      -32.79|       65.48|        1.16|        0.00|        0.00|        0.00
     54.|      2.|    122.|      -24.72|      -22.15|        1.65|        0.00|        0.00|        0.00
     54.|      3.|    122.|      -24.72|      -22.15|        1.65|        0.00|        0.00|        0.00
     54.|      4.|    122.|      -24.72|      -22.15|        1.65|        0.00|        0.00|        0.00
     54.|      5.|    122.|      -24.72|      -22.15|        1.65|        0.00|        0.00|        0.00
     54.|      6.|    122.|      -24.72|      -22.15|        1.65|        0.00|        0.00|        0.00
     55.|      1.|    249.|      -32.82|       65.54|        1.16|        0.00|        0.00|        0.00
     55.|      2.|    122.|      -25.43|      -23.22|        1.65|        0.00|        0.00|        0.00
     55.|      3.|    122.|      -25.43|      -23.22|        1.65|        0.00|        0.00|        0.00
     55.|      4.|    122.|      -25.43|      -23.22|        1.65|        0.00|        0.00|        0.00
     55.|      5.|    122.|      -25.43|      -23.22|        1.65|        0.00|        0.00|        0.00
     55.|      6.|    122.|      -25.43|      -23.22|        1.65|        0.00|        0.00|        0.00
     56.|      1.|    249.|      -32.84|       65.59|        1.16|        0.00|        0.00|        0.00
     56.|      2.|    122.|      -26.14|      -24.29|        1.65|        0.00|        0.00|        0.00
     56.|      3.|    122.|      -26.14|      -24.29|        1.65|        0.00|        0.00|        0.00
     56.|      4.|    122.|      -26.14|      -24.29|        1.65|        0.00|        0.00|        0.00
     56.|      5.|    122.|      -26.14|      -24.29|        1.65|        0.00|        0.00|        0.00
     56.|      6.|    122.|      -26.14|      -24.29|        1.65|        0.00|        0.00|        0.00
     57.|      1.|    249.|      -32.85|       65.61|        1.16|        0.00|        0.00|        0.00
     57.|      2.|    122.|      -26.85|      -25.35|        1.65|        0.00|        0.00|        0.00
     57.|      3.|    122.|      -26.85|      -25.35|        1.65|        0.00|        0.00|        0.00
     57.|      4.|    122.|      -26.85|      -25.35|        1.65|        0.00|        0.00|        0.00
     57.|      5.|    122.|      -26.85|      -25.35|        1.65|        0.00|        0.00|        0.00
     57.|      6.|    122.|      -26.85|      -25.35|        1.65|        0.00|        0.00|        0.00
     58.|      1.|    249.|      -32.85|       65.61|        1.16|        0.00|        0.00|        0.00
     58.|      2.|    122.|      -27.54|      -26.40|        1.65|        0.00|        0.00|        0.00
     58.|      3.|    122.|      -27.54|      -26.40|        1.65|        0.00|        0.00|        0.00
     58.|      4.|    122.|      -27.54|      -26.40|        1.65|        0.00|        0.00|        0.00
     58.|      5.|    122.|      -27.54|      -26.40|        1.65|        0.00|        0.00|        0.00
     58.|      6.|    122.|      -27.54|      -26.40|        1.65|        0.00|        0.00|        0.00
     59.|      1.|    249.|      -32.84|       65.60|        1.16|        0.00|        0.00|        0.00
     59.|      2.|    122.|      -28.22|      -27.44|        1.65|        0.00|        0.00|        0.00
     59.|      3.|    122.|      -28.22|      -27.44|        1.65|        0.00|        0.00|        0.00
     59.|      4.|    122.|      -28.22|      -27.44|        1.65|        0.00|        0.00|        0.00
     59.|      5.|    122.|      -28.22|      -27.44|        1.65|        0.00|        0.00|        0.00
     59.|      6.|    122.|      -28.22|      -27.44|        1.65|        0.00|        0.00|        0.00
     60.|      1.|    249.|      -32.82|       65.56|        1.16|        0.00|        0.00|        0.00
     60.|      2.|    122.|      -28.90|      -28.48|        1.65|        0.00|        0.00|        0.00
     60.|      3.|    122.|      -28.90|      -28.48|        1.65|        0.00|        0.00|        0.00
     60.|      4.|    122.|      -28.90|      -28.48|        1.65|        0.00|        0.00|        0.00
     60.|      5.|    122.|      -28.90|      -28.48|        1.65|        0.00|        0.00|        0.00
     60.|      6.|    122.|      -28.90|      -28.48|        1.65|        0.00|        0.00|        0.00
     61.|      1.|    249.|      -32.78|       65.51|        1.16|        0.00|        0.00|        0.00
     61.|      2.|    122.|      -29.57|      -29.51|        1.65|        0.00|        0.00|        0.00
     61.|      3.|    122.|      -29.57|      -29.51|        1.65|        0.00|        0.00|        0.00
     61.|      4.|    122.|      -29.57|      -29.51|        1.65|        0.00|        0.00|        0.00
     61.|      5.|    122.|      -29.57|      -29.51|        1.65|        0.00|        0.00|        0.00
     61.|      6.|    122.|      -29.57|      -29.51|        1.65|        0.00|        0.00|        0.00
     62.|      1.|    249.|      -32.74|       65.43|        1.16|        0.00|        0.00|        0.00
     62.|      2.|    122.|      -30.23|      -30.53|        1.65|        0.00|        0.00|        0.00
     62.|      3.|    122.|      -30.23|      -30.53|        1.65|        0.00|        0.00|        0.00
     62.|      4.|    122.|      -30.23|      -30.53|        1.65|        0.00|        0.00|        0.00
     62.|      5.|    122.|      -30.23|      -30.53|        1.65|        0.00|        0.00|        0.00
     62.|      6.|    122.|      -30.23|      -30.53|        1.65|        0.00|        0.00|        0.00
     63.|      1.|    249.|      -32.69|       65.34|        1.16|        0.00|        0.00|        0.00
     63.|      2.|    122.|      -30.88|      -31.54|        1.65|        0.00|        0.00|        0.00
     63.|      3.|    122.|      -30.88|      -31.54|        1.65|        0.00|        0.00|        0.00
     63.|      4.|    122.|      -30.88|      -31.54|        1.65|        0.00|        0.00|        0.00
     63.|      5.|    122.|      -30.88|      -31.54|        1.65|        0.00|        0.00|        0.00
     63.|      6.|    122.|      -30.88|      -31.54|        1.65|        0.00|        0.00|        0.00
     64.|      1.|    249.|      -32.63|       65.22|        1.16|        0.00|        0.00|        0.00
     64.|      2.|    122.|      -31.52|      -32.53|        1.65|        0.00|        0.00|        0.00
     64.|      3.|    122.|      -31.52|      -32.53|        1.65|        0.00|        0.00|        0.00
     64.|      4.|    122.|      -31.52|      -32.53|        1.65|        0.00|        0.00|        0.00
     64.|      5.|    122.|      -31.52|      -32.53|        1.65|        0.00|        0.00|        0.00
     64.|      6.|    122.|      -31.52|      -32.53|        1.65|        0.00|        0.00|        0.00
     65.|      1.|    249.|      -32.57|       65.09|        1.16|        0.00|        0.00|        0.00
     65.|      2.|    122.|      -32.15|      -33.52|        1.65|        0.00|        0.00|        0.00
     65.|      3.|    122.|      -32.15|      -33.52|        1.65|        0.00|        0.00|        0.00
     65.|      4.|    122.|      -32.15|      -33.52|        1.65|        0.00|        0.00|        0.00
     65.|      5.|    122.|      -32.15|      -33.52|        1.65|        0.00|        0.00|        0.00
     65.|      6.|    122.|      -32.15|      -33.52|        1.65|        0.00|        0.00|        0.00
     66.|      1.|    249.|      -32.49|       64.93|        1.16|        0.00|        0.00|        0.00
     66.|      2.|    122.|      -32.77|      -34.50|        1.65|        0.00|        0.00|        0.00
     66.|      3.|    122.|      -32.77|      -34.50|        1.65|        0.00|        0.00|        0.00
     66.|      4.|    122.|      -32.77|      -34.50|        1.65|        0.00|        0.00|        0.00
     66.|      5.|    122.|      -32.77|      -34.50|        1.65|        0.00|        0.00|        0.00
     66.|      6.|    122.|      -32.77|      -34.50|        1.65|        0.00|        0.00|        0.00
     67.|      1.|    249.|      -32.40|       64.76|        1.16|        0.00|        0.00|        0.00
     67.|      2.|    122.|      -33.38|      -35.47|        1.65|        0.00|        0.00|        0.00
     67.|      3.|    122.|      -33.38|      -35.47|        1.65|        0.00|        0.00|        0.00
     67.|      4.|    122.|      -33.38|      -35.47|        1.65|        0.00|        0.00|        0.00
     67.|      5.|    122.|      -33.38|      -35.47|        1.65|        0.00|        0.00|        0.00
     67.|      6.|    122.|      -33.38|      -35.47|        1.65|        0.00|        0.00|        0.00
     68.|      1.|    249.|      -32.30|       64.56|        1.16|        0.00|        0.00|        0.00
     68.|      2.|    122.|      -33.98|      -36.43|        1.65|        0.00|        0.00|        0.00
     68.|      3.|    122.|      -33.98|      -36.43|        1.65|        0.00|        0.00|        0.00
     68.|      4.|    122.|      -33.98|      -36.43|        1.65|        0.00|        0.00|        0.00
     68.|      5.|    122.|      -33.98|      -36.43|        1.65|        0.00|        0.00|        0.00
     68.|      6.|    122.|      -33.98|      -36.43|        1.65|        0.00|        0.00|        0.00
     69.|      1.|    249.|      -32.19|       64.35|        1.16|        0.00|        0.00|        0.00
     69.|      2.|    122.|      -34.57|      -37.38|        1.65|        0.00|        0.00|        0.00
     69.|      3.|    122.|      -34.57|      -37.38|        1.65|        0.00|        0.00|        0.00
     69.|      4.|    122.|      -34.57|      -37.38|        1.65|        0.00|        0.00|        0.00
     69.|      5.|    122.|      -34.57|      -37.38|        1.65|        0.00|        0.00|        0.00
     69.|      6.|    122.|      -34.57|      -37.38|        1.65|        0.00|        0.00|        0.00
     70.|      1.|    249.|      -32.07|       64.11|        1.16|        0.00|        0.00|        0.00
     70.|      2.|    122.|      -35.15|      -38.31|        1.65|        0.00|        0.00|        0.00
     70.|      3.|    122.|      -35.15|      -38.31|        1.65|        0.00|        0.00|        0.00
     70.|      4.|    122.|      -35.15|      -38.31|        1.65|        0.00|        0.00|        0.00
     70.|      5.|    122.|      -35.15|      -38.31|        1.65|        0.00|        0.00|        0.00
     70.|      6.|    122.|      -35.15|      -38.31|        1.65|        0.00|        0.00|        0.00
     71.|      1.|    249.|      -31.94|       63.86|        1.16|        0.00|        0.00|        0.00
     71.|      2.|    122.|      -35.72|      -39.24|        1.65|        0.00|        0.00|        0.00
     71.|      3.|    122.|      -35.72|      -39.24|        1.65|        0.00|        0.00|        0.00
     71.|      4.|    122.|      -35.72|      -39.24|        1.65|        0.00|        0.00|        0.00
     71.|      5.|    122.|      -35.72|      -39.24|        1.65|        0.00|        0.00|        0.00
     71.|      6.|    122.|      -35.72|      -39.24|        1.65|        0.00|        0.00|        0.00
     72.|      1.|    249.|      -31.80|       63.59|        1.16|        0.00|        0.00|        0.00
     72.|      2.|    122.|      -36.28|      -40.15|        1.65|        0.00|        0.00|        0.00
